entity_id,state,last_changed
switch.luz_do_wc_do_quarto_r,off,2025-10-13T14:13:18.971Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T14:21:43.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T14:22:17.029Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T14:24:05.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T14:24:38.953Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T14:31:57.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T14:33:13.954Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T14:35:35.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T14:36:09.002Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T14:37:57.937Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T14:38:31.040Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T14:43:37.938Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T14:44:10.956Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T15:05:47.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T15:06:20.951Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T15:07:36.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T15:08:52.962Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T15:12:53.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T15:13:26.951Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T15:16:21.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T15:16:54.952Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T15:19:49.938Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T15:20:22.955Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T15:33:11.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T15:33:44.951Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T15:39:24.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T15:39:57.954Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T15:46:43.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T15:47:16.951Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T15:49:38.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T15:50:11.958Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T15:54:12.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T15:54:45.956Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T15:56:34.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T15:57:07.994Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:02:14.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:03:30.956Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:05:19.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:05:53.065Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:08:47.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:09:20.958Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:10:03.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:10:37.037Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:14:04.937Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:14:38.028Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:18:05.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:19:22.039Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:20:04.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:20:37.967Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:21:53.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:22:26.955Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:24:15.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:24:48.958Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:28:49.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:29:23.009Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:33:23.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:33:56.954Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:34:39.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:35:12.981Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:35:55.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:36:28.966Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:37:11.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:40:37.076Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:41:19.939Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:41:52.963Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:42:35.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:43:09.038Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:44:24.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:44:57.960Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:48:25.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:48:58.973Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:49:41.940Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:50:57.959Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:51:40.937Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:52:13.961Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:52:56.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:55:38.963Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:56:54.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T16:58:53.994Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T16:59:36.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:00:09.968Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:03:04.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:04:20.950Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:05:36.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:06:10.022Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:07:58.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:08:31.966Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:09:14.939Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:10:31.003Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:12:52.938Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:14:08.958Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:16:30.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:17:03.958Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:17:46.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:18:20.169Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:19:02.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:19:35.959Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:20:18.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:20:51.964Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:23:13.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:23:47.046Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:26:41.937Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:27:14.970Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:27:57.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:30:39.956Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:36:19.938Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:36:52.964Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:38:41.937Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:39:14.953Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:42:09.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:43:26.007Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:47:59.937Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:48:32.951Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:49:48.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:50:21.954Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:56:34.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:57:07.956Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:58:23.937Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T17:58:57.063Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T17:59:39.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T18:00:55.957Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T18:01:38.935Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T18:02:11.973Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T18:02:54.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T18:07:02.979Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T18:09:57.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T18:10:30.968Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T18:20:34.938Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T18:21:08.004Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T18:26:14.937Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T18:27:31.013Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T18:34:49.936Z
switch.luz_do_wc_do_quarto_r,off,2025-10-13T18:35:22.984Z
switch.luz_do_wc_do_quarto_r,unavailable,2025-10-13T18:38:17.935Z
